edge,type,layer,head,S_clean,S_corr,DeltaS,AP,CT,keep
L2H7->Output,head,2,7,-0.05434868286829442,-0.601515781134367,0.5471670982660726,0.0869140625,0.1015625,0
L2H8->Output,head,2,8,-0.060950646962737665,0.08857274800539017,-0.14952339496812783,0.09765625,0.09228515625,0
L2H9->Output,head,2,9,0.000817619904410094,-0.5497081074863672,0.5505257273907773,0.10107421875,0.09814453125,0
L2H10->Output,head,2,10,0.023447091225534678,0.041681285947561264,-0.018234194722026587,0.0849609375,0.06689453125,0
L2H11->Output,head,2,11,-0.08137803935096599,-0.16180802136659622,0.08042998201563023,0.064453125,0.07568359375,0
L2H12->Output,head,2,12,-0.11729867800022475,-0.8416932430118322,0.7243945650116075,0.09765625,0.0859375,0
L2H13->Output,head,2,13,-0.014185928244842216,-0.09345823898911476,0.07927231074427254,0.07568359375,0.0751953125,0
L2H14->Output,head,2,14,0.18285743179148994,0.1178218238055706,0.06503560798591934,-0.02001953125,-0.0107421875,0
L2H15->Output,head,2,15,-0.15958058105024975,-1.3723803479224443,1.2127997668721946,0.04541015625,0.01708984375,0
MLP2->Output,mlp,2,-1,-0.2077466748050938,-3.1009842639323324,2.8932375891272386,-0.1982421875,-0.1982421875,1
L3H0->Output,head,3,0,0.13444553627050482,-0.5118486974388361,0.6462942337093409,0.1005859375,0.1005859375,0
L3H1->Output,head,3,1,-0.002337619458558038,-0.8374737817794085,0.8351361623208504,0.03759765625,0.03076171875,0
L3H2->Output,head,3,2,-0.04808926708938088,-0.4723302833735943,0.4242410162842134,0.04638671875,0.05029296875,0
L3H3->Output,head,3,3,0.06157199534936808,0.8038643598556519,-0.7422923645062838,0.07861328125,0.0908203125,0
L3H4->Output,head,3,4,0.029707093664910644,0.39475712180137634,-0.3650500281364657,0.0849609375,0.08349609375,0
L3H5->Output,head,3,5,-0.06484604798606597,-0.4427146725356579,0.3778686245495919,0.0908203125,0.07958984375,0
L3H6->Output,head,3,6,-0.0034960079356096685,-0.07308981567621231,0.06959380774060264,0.0966796875,0.09228515625,0
L3H7->Output,head,3,7,-0.07338305370649323,0.1420296598225832,-0.21541271352907643,0.05419921875,0.052734375,0
L3H8->Output,head,3,8,-0.02996932712267153,-0.2968834154307842,0.2669140883081127,0.052734375,0.0654296875,0
L3H9->Output,head,3,9,-0.037021724579972215,-0.4625192489475012,0.42549752436752897,0.091796875,0.10986328125,0
L3H10->Output,head,3,10,-0.025551587692461908,-0.1646336317062378,0.13908204401377589,0.07763671875,0.0888671875,0
L3H11->Output,head,3,11,-0.17830093912198208,-1.9314584322273731,1.753157493105391,0.09375,0.0869140625,0
L3H12->Output,head,3,12,-0.023610068019479513,-0.2721271775662899,0.2485171095468104,0.169921875,0.150390625,0
L3H13->Output,head,3,13,0.002607074216939509,0.7051472254097462,-0.7025401511928067,0.10693359375,0.09521484375,0
L3H14->Output,head,3,14,0.03373800206463784,0.051098909229040146,-0.017360907164402306,0.1171875,0.1220703125,0
L3H15->Output,head,3,15,-0.10954061560914852,-0.8618484791368246,0.7523078635276761,0.04443359375,0.037109375,0
MLP3->Output,mlp,3,-1,-0.21351607031465392,-3.4729962773053558,3.259480206990702,0.44384765625,0.44384765625,1
L4H0->Output,head,4,0,-0.045317445357795805,-0.417266633361578,0.3719491880037822,0.16552734375,0.171875,0
L4H1->Output,head,4,1,0.33143214412848465,1.6909886002540588,-1.3595564561255742,0.06982421875,0.07080078125,0
L4H2->Output,head,4,2,-0.028302966034971178,-0.2343583181500435,0.2060553521150723,0.07763671875,0.0751953125,0
L4H3->Output,head,4,3,-0.023334474361035973,-0.056163400411605835,0.03282892605056986,0.083984375,0.0791015625,0
L4H4->Output,head,4,4,-0.11352510069264099,-1.7138647325336933,1.6003396318410523,0.17919921875,0.1689453125,0
L4H5->Output,head,4,5,0.1644438746443484,1.1210424527525902,-0.9565985781082418,0.09228515625,0.06396484375,0
L4H6->Output,head,4,6,-0.08655128130340017,-0.4303278550505638,0.34377657374716364,0.07958984375,0.072265625,0
L4H7->Output,head,4,7,0.016934993356699124,-0.02477984130382538,0.0417148346605245,0.07177734375,0.0673828125,0
L4H8->Output,head,4,8,-0.006881608511321247,-0.08975569158792496,0.08287408307660371,0.07861328125,0.08642578125,0
L4H9->Output,head,4,9,-0.1444144538254477,-0.8494786322116852,0.7050641783862375,0.1220703125,0.13427734375,0
L4H10->Output,head,4,10,-0.07224387013411615,-0.2640087492763996,0.19176487914228346,0.0380859375,0.056640625,0
L4H11->Output,head,4,11,-0.1706364133860916,-1.922147512435913,1.7515110990498215,0.21826171875,0.22607421875,0
L4H12->Output,head,4,12,-0.012945806956849992,-0.10226790606975555,0.08932209911290556,0.07666015625,0.06494140625,0
L4H13->Output,head,4,13,0.050679428153671324,0.5545363835990429,-0.5038569554453716,0.0810546875,0.08349609375,0
L4H14->Output,head,4,14,0.0028154077008366585,-0.12253352254629135,0.125348930247128,0.0625,0.07177734375,0
L4H15->Output,head,4,15,-0.1754277128056856,-2.173681391403079,1.9982536785973934,0.11669921875,0.11962890625,0
MLP4->Output,mlp,4,-1,0.882855939475121,0.05452818237245083,0.8283277571026701,0.34716796875,0.34716796875,0
L5H0->Output,head,5,0,0.008885700925020501,-0.0031998567283153534,0.012085557653335854,0.0732421875,0.0830078125,0
L5H1->Output,head,5,1,-0.003026907186722383,-1.7230984326452017,1.7200715254584793,0.1376953125,0.140625,0
L5H2->Output,head,5,2,-0.02172618400072679,-0.1493336372077465,0.12760745320701972,0.0986328125,0.08447265625,0
L5H3->Output,head,5,3,0.011715743487002328,0.12533215805888176,-0.11361641457187943,0.0927734375,0.07421875,0
L5H4->Output,head,5,4,0.04062560587772168,0.37291330471634865,-0.33228769883862697,0.0458984375,0.04345703125,0
L5H5->Output,head,5,5,-0.13455892151978333,-1.473125221207738,1.3385662996879546,0.0546875,0.04833984375,0
L5H6->Output,head,5,6,-0.014761390775674954,0.06924442201852798,-0.08400581279420294,0.0703125,0.0751953125,0
L5H7->Output,head,5,7,0.02989190528751351,0.319664902985096,-0.28977299769758247,0.0673828125,0.06982421875,0
L5H8->Output,head,5,8,0.024499106453731656,0.3975130245089531,-0.37301391805522144,0.10888671875,0.11962890625,0
L5H9->Output,head,5,9,0.5864046118222177,2.8622187934815884,-2.2758141816593707,0.0693359375,0.0859375,1
L5H10->Output,head,5,10,0.03741130465641618,0.5898511856794357,-0.5524398810230196,0.12353515625,0.13232421875,0
L5H11->Output,head,5,11,-0.021927585039520636,-0.13199258223176003,0.11006499719223939,0.09765625,0.10595703125,0
L5H12->Output,head,5,12,-0.12579495149839204,-1.503062665462494,1.3772677139641019,0.15185546875,0.17333984375,0
L5H13->Output,head,5,13,0.27007280811085366,0.7615915983915329,-0.49151879028067924,0.1796875,0.162109375,0
L5H14->Output,head,5,14,0.06511352563393302,0.14079655706882477,-0.07568303143489175,0.09033203125,0.07861328125,0
L5H15->Output,head,5,15,-0.17501287171035074,-2.347093775868416,2.172080904158065,0.1318359375,0.1298828125,0
MLP5->Output,mlp,5,-1,-0.21569002657815872,-3.6319473651237786,3.41625733854562,0.1845703125,0.1845703125,1
L6H0->Output,head,6,0,0.05981838845764287,0.013625744730234146,0.04619264372740872,0.53662109375,0.537109375,0
L6H1->Output,head,6,1,0.007040505181066692,-0.020422928035259247,0.02746343321632594,0.13330078125,0.15380859375,0
L6H2->Output,head,6,2,-0.04234811740752775,-0.2770226337015629,0.23467451629403513,0.08154296875,0.09228515625,0
L6H3->Output,head,6,3,-0.01925510258297436,-0.2159736193716526,0.19671851678867824,0.09375,0.09130859375,0
L6H4->Output,head,6,4,-0.0755198888364248,-1.528122516348958,1.4526026275125332,0.1328125,0.15087890625,0
L6H5->Output,head,6,5,0.16615561617072672,0.23990697786211967,-0.07375136169139296,0.03125,0.02490234375,0
L6H6->Output,head,6,6,0.09471074113389477,0.658806961029768,-0.5640962198958732,0.0400390625,0.048828125,0
L6H7->Output,head,6,7,-0.17514400178333744,-1.4307257067412138,1.2555817049578764,0.0947265625,0.11328125,0
L6H8->Output,head,6,8,0.07121877899044193,0.5631601810455322,-0.4919414020550903,0.09716796875,0.095703125,0
L6H9->Output,head,6,9,-0.03352162605733611,-0.3664831556379795,0.3329615295806434,0.1708984375,0.1728515625,0
L6H10->Output,head,6,10,0.07994436757871881,1.1442572586238384,-1.0643128910451196,0.1103515625,0.11474609375,0
L6H11->Output,head,6,11,0.036356953205540776,0.2351159229874611,-0.1987589697819203,0.08251953125,0.08984375,0
L6H12->Output,head,6,12,0.05681317110429518,-0.3868644908070564,0.4436776619113516,0.08642578125,0.083984375,0
L6H13->Output,head,6,13,0.1236756284488365,0.299623504281044,-0.1759478758322075,0.08447265625,0.07177734375,0
L6H14->Output,head,6,14,-0.14108098708675243,-1.166586758568883,1.0255057714821305,0.05517578125,0.05322265625,0
L6H15->Output,head,6,15,-0.018892923806561157,-0.1928108036518097,0.17391787984524854,0.107421875,0.1123046875,0
MLP6->Output,mlp,6,-1,-0.2158551432812601,-3.601561082788976,3.385705939507716,0.4443359375,0.4443359375,1
L7H0->Output,head,7,0,-0.12533203152997885,-1.4434065036475658,1.318074472117587,0.09228515625,0.1025390625,0
L7H1->Output,head,7,1,-0.09626226703403518,-0.25196410343050957,0.1557018363964744,0.06787109375,0.0673828125,0
L7H2->Output,head,7,2,0.011473324586404487,0.09586074948310852,-0.08438742489670403,0.05712890625,0.0634765625,0
L7H3->Output,head,7,3,0.12820927481516264,0.5019893683493137,-0.3737800935341511,-0.0009765625,0.0087890625,0
L7H4->Output,head,7,4,-0.17068004957400262,-2.1510666608810425,1.9803866113070399,0.19970703125,0.19287109375,0
L7H5->Output,head,7,5,0.117375391011592,0.8587266355752945,-0.7413512445637025,0.06103515625,0.06640625,0
L7H6->Output,head,7,6,-0.006321043620118871,-0.9722303282469511,0.9659092846268322,0.09033203125,0.1025390625,0
L7H7->Output,head,7,7,-0.11844706657575443,-0.8650500196963549,0.7466029531206004,0.0810546875,0.09033203125,0
L7H8->Output,head,7,8,-0.07866544138232712,-0.6047809515148401,0.526115510132513,0.14892578125,0.14990234375,0
L7H9->Output,head,7,9,-0.09402123425388709,-1.0054026301950216,0.9113813959411345,0.21044921875,0.21630859375,0
L7H10->Output,head,7,10,0.2693995611334685,0.6080397143959999,-0.3386401532625314,-0.0048828125,0.0,0
L7H11->Output,head,7,11,0.05492316427989863,0.3789140097796917,-0.32399084549979307,0.044921875,0.04931640625,0
L7H12->Output,head,7,12,-0.0006544036150444299,-0.10455149039626122,0.10389708678121679,0.0830078125,0.08642578125,0
L7H13->Output,head,7,13,-0.0883490725827869,-0.9998321998864412,0.9114831273036543,0.337890625,0.33935546875,0
L7H14->Output,head,7,14,0.04295100652961992,-0.07524913549423218,0.1182001420238521,0.09521484375,0.10205078125,0
L7H15->Output,head,7,15,-0.02839114682865329,0.1364552155137062,-0.1648463623423595,0.1005859375,0.080078125,0
MLP7->Output,mlp,7,-1,-0.21572360088339337,-2.419854462845251,2.2041308619618576,-0.240234375,-0.240234375,0
L8H0->Output,head,8,0,-0.019538267166353762,0.1803337074816227,-0.19987197464797646,0.0966796875,0.09228515625,0
L8H1->Output,head,8,1,0.05832847056444734,0.3176036663353443,-0.25927519577089697,0.02978515625,0.03076171875,0
L8H2->Output,head,8,2,-0.045781467531924136,0.009570620954036713,-0.05535208848596085,0.107421875,0.0869140625,0
L8H3->Output,head,8,3,-0.1680010958953062,-1.355757899582386,1.1877568036870798,0.19384765625,0.18115234375,0
L8H4->Output,head,8,4,0.19069535334710963,-0.6868554428219795,0.8775507961690892,0.18798828125,0.1806640625,0
L8H5->Output,head,8,5,0.15970770007697865,0.8303630203008652,-0.6706553202238865,0.1064453125,0.10888671875,0
L8H6->Output,head,8,6,0.03703969420166686,0.33489101380109787,-0.297851319599431,0.10302734375,0.09130859375,0
L8H7->Output,head,8,7,0.07289672130718827,0.5730869732797146,-0.5001902519725263,0.080078125,0.0546875,0
L8H8->Output,head,8,8,0.02041283593280241,0.21436083316802979,-0.19394799723522738,0.17041015625,0.17919921875,0
L8H9->Output,head,8,9,0.03465536920703016,0.3859437331557274,-0.3512883639486972,0.0830078125,0.0908203125,0
L8H10->Output,head,8,10,0.06193094787886366,-0.17424577847123146,0.23617672635009512,0.1650390625,0.1708984375,0
L8H11->Output,head,8,11,-0.15796927527117077,-0.25803165324032307,0.1000623779691523,-0.10888671875,-0.10986328125,0
L8H12->Output,head,8,12,-0.04027497483184561,-0.4360174462199211,0.3957424713880755,0.07568359375,0.06884765625,0
L8H13->Output,head,8,13,0.06752142144250683,-0.7215950321406126,0.7891164535831194,0.27294921875,0.26416015625,0
L8H14->Output,head,8,14,-0.1703677493496798,-2.3518311753869057,2.181463426037226,0.34423828125,0.32177734375,0
L8H15->Output,head,8,15,-0.04985073111311067,0.2777085080742836,-0.32755923918739427,0.1357421875,0.1259765625,0
MLP8->Output,mlp,8,-1,-0.2156565691329888,-0.5792901755776256,0.3636336064446368,0.5380859375,0.5380859375,0
L9H0->Output,head,9,0,-0.15538168569037225,-2.6666100062429905,2.5112283205526182,-0.14111328125,-0.13427734375,1
L9H1->Output,head,9,1,-0.14290547819109634,-0.9909832626581192,0.8480777844670229,0.1455078125,0.1396484375,0
L9H2->Output,head,9,2,-0.080443109254702,-0.4617278464138508,0.3812847371591488,-0.25830078125,-0.24365234375,0
L9H3->Output,head,9,3,-0.16353348825941794,-1.7094120513647795,1.5458785631053615,0.01806640625,0.02880859375,0
L9H4->Output,head,9,4,0.2623377000563778,1.3096541613340378,-1.04731646127766,-0.00244140625,-0.01123046875,0
L9H5->Output,head,9,5,0.00494180285022594,-0.4791882336139679,0.48413003646419384,0.16552734375,0.14794921875,0
L9H6->Output,head,9,6,0.06194061055430211,-0.4546905495226383,0.5166311600769404,0.31591796875,0.3173828125,0
L9H7->Output,head,9,7,-0.06537022336851805,-0.8638656325638294,0.7984954091953114,-0.12255859375,-0.123046875,0
L9H8->Output,head,9,8,-0.20456006610766053,-3.3068972900509834,3.102337223943323,-0.080078125,-0.07763671875,1
L9H9->Output,head,9,9,-0.1439171122474363,0.7973324991762638,-0.9412496114237001,0.02685546875,0.037109375,0
L9H10->Output,head,9,10,-0.13544837829249445,-0.7589449808001518,0.6234966025076574,-0.01611328125,-0.02734375,0
L9H11->Output,head,9,11,-0.08601522452954669,-1.0722561124712229,0.9862408879416762,0.10888671875,0.09912109375,0
L9H12->Output,head,9,12,-0.13724373644799925,-1.7043581660836935,1.5671144296356943,-0.03173828125,-0.03515625,0
L9H13->Output,head,9,13,-0.2139591496961657,-2.2228060588240623,2.0088469091278967,0.17919921875,0.15380859375,0
L9H14->Output,head,9,14,0.08421383416862227,0.7604404278099537,-0.6762265936413314,0.09765625,0.0869140625,0
L9H15->Output,head,9,15,-0.11735802065231837,-1.707570282742381,1.5902122620900627,0.1630859375,0.154296875,0
MLP9->Output,mlp,9,-1,-0.21392198790272232,-3.5202844462473877,3.3063624583446654,0.01953125,0.01953125,1
L10H0->Output,head,10,0,-0.18507426751602907,-2.7652782648801804,2.5802039973641513,0.119140625,0.119140625,1
L10H1->Output,head,10,1,-0.02098035643575713,-0.25716737285256386,0.23618701641680673,0.087890625,0.099609375,0
L10H2->Output,head,10,2,0.19313340133521706,-0.5259745437651873,0.7191079451004043,0.49169921875,0.48828125,0
L10H3->Output,head,10,3,0.021835143852513283,0.20109635964035988,-0.1792612157878466,0.1025390625,0.09814453125,0
L10H4->Output,head,10,4,-0.14504373558156658,-1.3642534743994474,1.2192097388178809,0.0400390625,0.04443359375,0
L10H5->Output,head,10,5,-0.07750869786832482,-1.063648907467723,0.9861402095993981,-0.1181640625,-0.1279296875,0
L10H6->Output,head,10,6,0.11758940372965299,0.186151884496212,-0.06856248076655902,0.23779296875,0.240234375,0
L10H7->Output,head,10,7,-0.1289091517974157,1.4324673563241959,-1.5613765081216116,-0.208984375,-0.20654296875,0
L10H8->Output,head,10,8,0.40607930335681885,0.9759424701333046,-0.5698631667764857,0.111328125,0.1142578125,0
L10H9->Output,head,10,9,-0.12597801175434142,-1.2071846053004265,1.081206593546085,0.18359375,0.18701171875,0
L10H10->Output,head,10,10,0.04319890105398372,0.48324720188975334,-0.4400483008357696,0.123046875,0.13623046875,0
L10H11->Output,head,10,11,-0.006855853978777304,-0.17966072261333466,0.17280486863455735,0.13818359375,0.14990234375,0
L10H12->Output,head,10,12,0.02659784202114679,0.43381477519869804,-0.40721693317755125,0.12744140625,0.1318359375,0
L10H13->Output,head,10,13,0.026540847931755707,0.13175833597779274,-0.10521748804603703,0.14892578125,0.146484375,0
L10H14->Output,head,10,14,-0.12209980619081762,-0.8284448403865099,0.7063450341956923,0.04150390625,0.04638671875,0
L10H15->Output,head,10,15,-0.011290505266515538,-0.3565667700022459,0.34527626473573036,0.060546875,0.05419921875,0
MLP10->Output,mlp,10,-1,-0.21540117518088664,-3.3319813356356462,3.1165801604547596,0.01904296875,0.01904296875,1
L11H0->Output,head,11,0,-0.1557894478464732,-1.5828757733106613,1.4270863254641881,-0.16357421875,-0.16357421875,0
L11H1->Output,head,11,1,-0.11772085473057814,0.008173741400241852,-0.12589459613082,0.45263671875,0.4580078125,0
L11H2->Output,head,11,2,0.7955080328974873,6.21638373285532,-5.420875699957833,0.083984375,0.08154296875,1
L11H3->Output,head,11,3,-0.08782823641377036,-0.8923934362828732,0.8045651998691028,0.083984375,0.08203125,0
L11H4->Output,head,11,4,0.10209943739755545,1.2368711531162262,-1.1347717157186707,0.130859375,0.13330078125,0
L11H5->Output,head,11,5,-0.18083224157453515,-2.500365599989891,2.319533358415356,0.35498046875,0.3525390625,0
L11H6->Output,head,11,6,-0.15573711425531656,-1.9958849400281906,1.840147825772874,0.22119140625,0.21923828125,0
L11H7->Output,head,11,7,-0.16759251916664653,-2.027169728651643,1.8595772094849963,0.056640625,0.06787109375,0
L11H8->Output,head,11,8,-0.08051217914908193,0.03735522925853729,-0.11786740840761922,0.14794921875,0.1455078125,0
L11H9->Output,head,11,9,2.7598732877522707,2.9777241088449955,-0.2178508210927248,0.28857421875,0.28759765625,0
L11H10->Output,head,11,10,-0.1583728575205896,-2.3496230617165565,2.191250204195967,0.18017578125,0.19921875,0
L11H11->Output,head,11,11,-0.06863317219540477,-0.6851039081811905,0.6164707359857857,0.3076171875,0.3173828125,0
L11H12->Output,head,11,12,-0.20472128594701644,-3.2832512967288494,3.078530010781833,-0.04638671875,-0.0478515625,1
L11H13->Output,head,11,13,0.5632556029595435,3.685671441257,-3.1224158382974565,0.02197265625,0.01904296875,1
L11H14->Output,head,11,14,0.03505938340094872,0.8927170783281326,-0.8576576949271839,0.0830078125,0.0771484375,0
L11H15->Output,head,11,15,0.15565295261330903,0.829352755099535,-0.673699802486226,0.12890625,0.11865234375,0
MLP11->Output,mlp,11,-1,-0.21627313245335245,-3.624937416316243,3.4086642838628904,1.01904296875,1.01904296875,1
L12H0->Output,head,12,0,-0.008652472286485136,1.0893077179789543,-1.0979601902654395,-0.42626953125,-0.43603515625,0
L12H1->Output,head,12,1,0.04781432464369573,0.03668692708015442,0.011127397563541308,0.07275390625,0.068359375,0
L12H2->Output,head,12,2,0.011644187790807337,-0.6327425874769688,0.6443867752677761,0.07568359375,0.0732421875,0
L12H3->Output,head,12,3,-0.04142426373437047,-0.9972993843257427,0.9558751205913723,0.37646484375,0.36669921875,0
L12H4->Output,head,12,4,-0.18296067797928117,-2.225047677755356,2.0420869997760747,0.076171875,0.05810546875,0
L12H5->Output,head,12,5,-0.03521029268449638,-1.4457492548972368,1.4105389622127404,0.4267578125,0.42724609375,0
L12H6->Output,head,12,6,0.18696810089750215,-0.4287649132311344,0.6157330141286366,-0.146484375,-0.14208984375,0
L12H7->Output,head,12,7,0.27510928103583865,0.6499487608671188,-0.3748394798312802,0.10546875,0.0908203125,0
L12H8->Output,head,12,8,0.1287982963549439,-0.545533049851656,0.6743313462065998,0.1611328125,0.1513671875,0
L12H9->Output,head,12,9,-0.1527903968380997,-0.583945993334055,0.43115559649595525,-0.0205078125,-0.01025390625,0
L12H10->Output,head,12,10,0.27318026032298803,-0.6098397932946682,0.8830200536176562,0.21435546875,0.22607421875,0
L12H11->Output,head,12,11,-0.04977901063102763,-0.6460808906704187,0.5963018800393911,0.2138671875,0.22412109375,0
L12H12->Output,head,12,12,-0.0626549282023916,-0.8877454176545143,0.8250904894521227,0.0400390625,0.05078125,0
L12H13->Output,head,12,13,-0.015384577825898305,-0.4403475522994995,0.4249629744736012,0.21728515625,0.22314453125,0
L12H14->Output,head,12,14,0.024200599582400173,-0.18149765208363533,0.2056982516660355,0.3583984375,0.36328125,0
L12H15->Output,head,12,15,0.1452939756854903,0.9281675815582275,-0.7828736058727372,0.0439453125,0.0517578125,0
MLP12->Output,mlp,12,-1,-0.20112115125812124,-0.37326328828930855,0.1721421370311873,-1.21044921875,-1.21044921875,0
L13H0->Output,head,13,0,0.15021041125874035,0.9946325048804283,-0.844422093621688,0.0546875,0.060546875,0
L13H1->Output,head,13,1,0.033956815022975206,-0.003683999180793762,0.03764081420376897,0.18212890625,0.1796875,0
L13H2->Output,head,13,2,-0.1295694071741309,-1.152878636494279,1.023309229320148,0.0048828125,0.033203125,0
L13H3->Output,head,13,3,0.6784070062858518,1.8021564036607742,-1.1237493973749224,-0.08935546875,-0.09765625,0
L13H4->Output,head,13,4,-0.07904383551795036,-1.033778427168727,0.9547345916507766,0.10302734375,0.10302734375,0
L13H5->Output,head,13,5,-0.12420180671324488,-0.23380121029913425,0.10959940358588938,0.22021484375,0.21337890625,0
L13H6->Output,head,13,6,-0.10459690222342033,-2.2451089173555374,2.140512015132117,-0.43017578125,-0.43701171875,0
L13H7->Output,head,13,7,1.7878735307604074,5.250475466251373,-3.462601935490966,0.08544921875,0.0927734375,1
L13H8->Output,head,13,8,0.34968042018590495,0.9106234535574913,-0.5609430333715864,-0.10546875,-0.10791015625,0
L13H9->Output,head,13,9,0.027807353835669346,0.1933455877006054,-0.16553823386493605,-0.115234375,-0.115234375,0
L13H10->Output,head,13,10,-0.05588104124763049,-2.500931955873966,2.4450509146263357,-0.3642578125,-0.3720703125,0
L13H11->Output,head,13,11,-0.17535351270635147,-0.774075685068965,0.5987221723626135,0.6845703125,0.68359375,0
L13H12->Output,head,13,12,0.063981623534346,0.7131296247243881,-0.6491480011900421,0.076171875,0.07080078125,0
L13H13->Output,head,13,13,-0.03191359926131554,-0.8589447103440762,0.8270311110827606,0.1416015625,0.1650390625,0
L13H14->Output,head,13,14,0.02696510414534714,0.6886365227401257,-0.6616714185947785,0.0576171875,0.068359375,0
L13H15->Output,head,13,15,0.3008501045696903,1.200360007584095,-0.8995099030144047,0.056640625,0.05908203125,0
MLP13->Output,mlp,13,-1,0.33658549809479155,-0.6472987905144691,0.9838842886092607,0.208984375,0.208984375,0
L14H0->Output,head,14,0,-0.16841989956446923,-1.8304473925381899,1.6620274929737207,0.419921875,0.4267578125,0
