edge,type,layer,head,S_clean,S_corr,DeltaS,AP,CT,keep
L14H1->Output,head,14,1,0.5609503348823637,1.7568035162985325,-1.1958531814161688,0.10009765625,0.09130859375,0
L14H2->Output,head,14,2,-0.1006363370543113,-1.1110198814421892,1.010383544387878,0.1630859375,0.15625,0
L14H3->Output,head,14,3,-0.04627408228407148,-0.294484730809927,0.2482106485258555,-0.01513671875,-0.01611328125,0
L14H4->Output,head,14,4,0.2335133536835201,1.1670894026756287,-0.9335760489921086,0.11376953125,0.1171875,0
L14H5->Output,head,14,5,-0.18863625027006492,-2.16376724652946,1.975130996259395,-0.26953125,-0.26025390625,0
L14H6->Output,head,14,6,0.9620427757035941,3.4677773118019104,-2.5057345360983163,0.10595703125,0.1025390625,1
L14H7->Output,head,14,7,-0.008084385233814828,0.3370145186781883,-0.34509890391200315,-0.00732421875,-0.0068359375,0
L14H8->Output,head,14,8,-0.14572555184713565,-1.765650287270546,1.6199247354234103,0.134765625,0.1455078125,0
L14H9->Output,head,14,9,-0.05280685343313962,0.4233080595731735,-0.47611491300631315,0.0263671875,0.01611328125,0
L14H10->Output,head,14,10,0.05495951251941733,0.07467640191316605,-0.019716889393748716,0.09765625,0.1103515625,0
L14H11->Output,head,14,11,-0.06281903055787552,-0.5787692070007324,0.5159501764428569,-0.00048828125,-0.01171875,0
L14H12->Output,head,14,12,-0.04252268801792525,-1.1529254112392664,1.1104027232213411,-0.40673828125,-0.40966796875,0
L14H13->Output,head,14,13,-0.10971886699553579,-0.5011879466474056,0.39146907965186983,0.53271484375,0.537109375,0
L14H14->Output,head,14,14,0.044459249620558694,0.31597811728715897,-0.27151886766660027,-0.03564453125,-0.03173828125,0
L14H15->Output,head,14,15,0.05411882122280076,-0.011090777814388275,0.06520959903718904,0.310546875,0.31982421875,0
MLP14->Output,mlp,14,-1,-0.21644086398009676,-3.6318634552835647,3.415422591303468,-1.015625,-1.015625,1
L15H0->Output,head,15,0,-0.01948901091236621,-0.22326163947582245,0.20377262856345624,0.2958984375,0.30615234375,0
L15H1->Output,head,15,1,0.07963373023085296,0.16957958787679672,-0.08994585764594376,0.11474609375,0.1259765625,0
L15H2->Output,head,15,2,-0.207154998119222,-3.314198538661003,3.107043540541781,0.14453125,0.14208984375,1
L15H3->Output,head,15,3,-0.03234491252806038,-1.2646622005850077,1.2323172880569473,0.2578125,0.25390625,0
L15H4->Output,head,15,4,-0.02788010096992366,-0.2610103078186512,0.23313020684872754,0.263671875,0.26708984375,0
L15H5->Output,head,15,5,1.0156729083973914,2.158365897834301,-1.1426929894369096,0.86083984375,0.8642578125,0
L15H6->Output,head,15,6,0.27673902598326094,1.1978233605623245,-0.9210843345790636,0.0751953125,0.07275390625,0
L15H7->Output,head,15,7,-0.1389811208937317,-1.5032276846468449,1.3642465637531132,0.265625,0.25732421875,0
L15H8->Output,head,15,8,0.8448130306787789,2.1466785818338394,-1.3018655511550605,0.154296875,0.142578125,0
L15H9->Output,head,15,9,-0.0256491094478406,0.27326300740242004,-0.29891211685026065,0.61865234375,0.61376953125,0
L15H10->Output,head,15,10,-0.0332423906220356,0.04962622746825218,-0.08286861809028778,0.0595703125,0.0673828125,0
L15H11->Output,head,15,11,-0.019183502736268565,-0.16018004715442657,0.140996544418158,0.43994140625,0.42724609375,0
L15H12->Output,head,15,12,0.11261390673462301,0.6976431719958782,-0.5850292652612552,0.0712890625,0.06591796875,0
L15H13->Output,head,15,13,0.07448379721608944,0.5433639734983444,-0.468880176282255,0.13818359375,0.12744140625,0
L15H14->Output,head,15,14,0.04098096047528088,-0.14573227241635323,0.1867132328916341,0.138671875,0.14013671875,0
L15H15->Output,head,15,15,0.6146842947928235,2.234318409115076,-1.6196341143222526,0.42431640625,0.423828125,0
MLP15->Output,mlp,15,-1,0.39096296063507907,1.5068363174796104,-1.1158733568445314,-0.13037109375,-0.13037109375,0
L16H0->Output,head,16,0,-0.08476505805447232,-0.3768650032579899,0.29209994520351756,0.2373046875,0.24365234375,0
L16H1->Output,head,16,1,0.0649893188092392,2.009506218135357,-1.9445168993261177,0.32470703125,0.32666015625,1
L16H2->Output,head,16,2,0.09131467703264207,0.368809025734663,-0.27749434870202094,0.123046875,0.12060546875,0
L16H3->Output,head,16,3,-0.0069947858864907175,0.024116605520248413,-0.03111139140673913,0.00341796875,0.0078125,0
L16H4->Output,head,16,4,-0.11167896031111013,-1.0282644405961037,0.9165854802849935,0.23095703125,0.22705078125,0
L16H5->Output,head,16,5,0.028445685413316824,0.2193663902580738,-0.19092070484475698,0.42919921875,0.41796875,0
L16H6->Output,head,16,6,0.19954532734118402,2.126794893294573,-1.9272495659533888,0.22314453125,0.20166015625,1
L16H7->Output,head,16,7,0.2608813689730596,0.8725563064217567,-0.6116749374486972,0.61279296875,0.62353515625,0
L16H8->Output,head,16,8,-0.016439940241980366,0.9644466415047646,-0.9808865817467449,0.287109375,0.28466796875,0
L16H9->Output,head,16,9,-0.04282645910279825,-1.9492206815630198,1.9063942224602215,0.26708984375,0.28076171875,0
L16H10->Output,head,16,10,0.07762403253582306,0.47870123386383057,-0.4010772013280075,0.0517578125,0.0634765625,0
L16H11->Output,head,16,11,0.068258008279372,0.6431002095341682,-0.5748422012547962,0.07275390625,0.0712890625,0
L16H12->Output,head,16,12,-0.18928786119795404,-3.2021840512752533,3.0128961900772993,-0.072265625,-0.0615234375,1
L16H13->Output,head,16,13,0.40204893791815266,1.8513956516981125,-1.4493467137799598,1.1220703125,1.115234375,0
L16H14->Output,head,16,14,0.130726639094064,0.5718693733215332,-0.4411427342274692,0.1826171875,0.1796875,0
L16H15->Output,head,16,15,0.08673814591020346,0.30916185304522514,-0.2224237071350217,0.10302734375,0.10302734375,0
MLP16->Output,mlp,16,-1,-0.21226866909091768,-3.0605226248007966,2.848253955709879,0.28857421875,0.28857421875,1
L17H0->Output,head,17,0,-0.015440143921296112,0.11301841586828232,-0.12845855978957843,0.09130859375,0.087890625,0
L17H1->Output,head,17,1,0.46644070162437856,2.3686945624649525,-1.902253860840574,0.00634765625,0.00439453125,0
L17H2->Output,head,17,2,1.1719620747026056,3.145910546183586,-1.9739484714809805,1.5771484375,1.58251953125,1
L17H3->Output,head,17,3,-0.2007036015857011,-2.4385409392416477,2.2378373376559466,-3.537353515625,-3.537353515625,0
L17H4->Output,head,17,4,0.3026181745517533,1.5937580093741417,-1.2911398348223884,0.1591796875,0.16552734375,0
L17H5->Output,head,17,5,0.9543293392052874,3.3197563998401165,-2.365427060634829,0.0263671875,0.015625,1
L17H6->Output,head,17,6,0.3227997458016034,1.9747119545936584,-1.651912208792055,0.12646484375,0.1357421875,0
L17H7->Output,head,17,7,-0.0929382494505262,-0.8877248167991638,0.7947865673486376,-0.1708984375,-0.1611328125,0
L17H8->Output,head,17,8,1.208498251857236,1.7352751977741718,-0.5267769459169358,2.46923828125,2.47216796875,0
L17H9->Output,head,17,9,0.025797717564273626,-0.6895153541117907,0.7153130716760643,0.34619140625,0.33642578125,0
L17H10->Output,head,17,10,-0.07344778499100357,-0.8090684432536364,0.7356206582626328,0.08935546875,0.08837890625,0
L17H11->Output,head,17,11,0.35453606373630464,2.1453976035118103,-1.7908615397755057,0.8095703125,0.80810546875,0
L17H12->Output,head,17,12,0.763099757488817,5.302929848432541,-4.539830090943724,0.3388671875,0.33642578125,1
L17H13->Output,head,17,13,-0.18510111769137438,-2.6420858576893806,2.4569847399980063,-0.62353515625,-0.62353515625,0
L17H14->Output,head,17,14,-0.05774480939726345,-0.44052040949463844,0.382775600097375,0.30078125,0.28955078125,0
L17H15->Output,head,17,15,-0.19234488224901725,-2.6701311729848385,2.4777862907358212,0.4931640625,0.4970703125,0
MLP17->Output,mlp,17,-1,-0.20881033422483597,-2.9591040646191686,2.7502937303943327,-1.62109375,-1.62109375,1
L18H0->Output,head,18,0,0.0385449813620653,0.22109723836183548,-0.18255225699977018,0.07958984375,0.08447265625,0
L18H1->Output,head,18,1,-0.005389175086747855,-0.02361147478222847,0.018222299695480615,0.04052734375,0.044921875,0
L18H2->Output,head,18,2,0.012065985501976684,0.4057423695921898,-0.3936763840902131,0.05712890625,0.0625,0
L18H3->Output,head,18,3,-0.2085332002316136,-3.4896129965782166,3.281079796346603,-1.9169921875,-1.9208984375,1
L18H4->Output,head,18,4,0.018841567652998492,0.15652479976415634,-0.13768323211115785,0.0869140625,0.0947265625,0
L18H5->Output,head,18,5,0.025833737570792437,0.2689974047243595,-0.24316366715356708,0.0,-0.0068359375,0
L18H6->Output,head,18,6,-0.15934569004457444,-1.6600335445255041,1.5006878544809297,-0.392578125,-0.39404296875,0
L18H7->Output,head,18,7,0.1790535110339988,-0.02754451334476471,0.2065980243787635,1.04736328125,1.0478515625,0
L18H8->Output,head,18,8,0.024044616788160056,0.05951007828116417,-0.03546546149300411,0.4794921875,0.4814453125,0
L18H9->Output,head,18,9,0.03899921622360125,0.22452446073293686,-0.1855252445093356,0.08544921875,0.07958984375,0
L18H10->Output,head,18,10,0.18990431874408387,1.0583566911518574,-0.8684523724077735,0.2021484375,0.19970703125,0
L18H11->Output,head,18,11,0.2700408886594232,1.558034785091877,-1.2879938964324538,0.63525390625,0.634765625,0
L18H12->Output,head,18,12,-0.16269079578341916,-2.4661083184182644,2.3034175226348452,0.34033203125,0.34716796875,0
L18H13->Output,head,18,13,-0.10524241533130407,-0.8051283974200487,0.6998859820887446,0.2197265625,0.22021484375,0
L18H14->Output,head,18,14,-0.16102593349933159,-1.678955975919962,1.5179300424206303,0.4580078125,0.4599609375,0
L18H15->Output,head,18,15,-0.16170207927643787,-2.6819587387144566,2.5202566594380187,0.7822265625,0.7734375,1
MLP18->Output,mlp,18,-1,17.181200608756626,18.865770041942596,-1.6845694331859704,-0.296875,-0.296875,0
L19H0->Output,head,19,0,0.08490702538983896,1.1673717200756073,-1.0824646946857683,0.0419921875,0.04052734375,0
L19H1->Output,head,19,1,-0.09281600198301021,-0.58083401247859,0.4880180104955798,0.29052734375,0.2919921875,0
L19H2->Output,head,19,2,-0.043404783064033836,-0.8508316073566675,0.8074268242926337,0.47998046875,0.482421875,0
L19H3->Output,head,19,3,-0.01832307511358522,-0.05945049971342087,0.04112742459983565,0.251953125,0.25,0
L19H4->Output,head,19,4,-0.026377459027571604,-0.2799457311630249,0.2535682721354533,0.1083984375,0.10888671875,0
L19H5->Output,head,19,5,0.009300056990468875,-0.2136218138039112,0.22292187079438008,0.7578125,0.75439453125,0
L19H6->Output,head,19,6,-0.036105386330746114,-0.6397515945136547,0.6036462081829086,1.27685546875,1.27392578125,0
L19H7->Output,head,19,7,-0.007124437135644257,0.5560340918600559,-0.5631585289957002,-0.3701171875,-0.37646484375,0
L19H8->Output,head,19,8,-0.06442894352949224,-1.4858413599431515,1.4214124164136592,1.32421875,1.32275390625,0
L19H9->Output,head,19,9,0.06454472974292003,0.3966751918196678,-0.3321304620767478,0.2734375,0.26611328125,0
L19H10->Output,head,19,10,0.04930688042077236,1.078668586909771,-1.0293617064889986,-0.02490234375,-0.0244140625,0
L19H11->Output,head,19,11,0.021219885820755735,0.322345282882452,-0.3011253970616963,0.0693359375,0.06689453125,0
L19H12->Output,head,19,12,0.028806349320802838,0.7003048397600651,-0.6714984904392622,-0.0322265625,-0.03125,0
L19H13->Output,head,19,13,-0.006476950860815123,-0.6345700658857822,0.6280931150249671,0.53271484375,0.529296875,0
L19H14->Output,head,19,14,0.02622730500297621,-0.5330263003706932,0.5592536053736694,0.07958984375,0.07470703125,0
L19H15->Output,head,19,15,-0.07702506464556791,-0.7987796403467655,0.7217545757011976,-0.05908203125,-0.05517578125,0
MLP19->Output,mlp,19,-1,4.859082032140577,11.14051353931427,-6.281431507173693,0.9482421875,0.9482421875,1
L20H0->Output,head,20,0,-0.02292453945847228,-0.19274411350488663,0.16981957404641435,0.2392578125,0.244140625,0
L20H1->Output,head,20,1,0.12832002723007463,1.3252161964774132,-1.1968961692473385,0.111328125,0.107421875,0
L20H2->Output,head,20,2,-0.07769872297649272,-1.0081478115171194,0.9304490885406267,0.083984375,0.09033203125,0
L20H3->Output,head,20,3,-0.10343948936497327,-1.2696234732866287,1.1661839839216555,0.07568359375,0.07373046875,0
L20H4->Output,head,20,4,-0.12900256121065468,-1.509123183786869,1.3801206225762144,0.00927734375,0.0126953125,0
L20H5->Output,head,20,5,0.11263203382259235,-1.1588853690773249,1.2715174028999172,1.96337890625,1.9638671875,0
L20H6->Output,head,20,6,-0.07305151199398097,-1.0845556240528822,1.0115041120589012,0.427734375,0.43017578125,0
L20H7->Output,head,20,7,-0.02390259606181644,-0.15357062965631485,0.1296680335944984,-0.10400390625,-0.1064453125,0
L20H8->Output,head,20,8,-0.12438061232387554,-1.4142790641635656,1.28989845183969,0.17919921875,0.18359375,0
L20H9->Output,head,20,9,-0.09212994982954115,-1.2336745969951153,1.1415446471655741,0.0,0.0068359375,0
L20H10->Output,head,20,10,0.1513775118801277,0.8574254214763641,-0.7060479095962364,0.6015625,0.6025390625,0
L20H11->Output,head,20,11,0.013011447386816144,0.3522881679236889,-0.33927672053687274,-0.01611328125,-0.01318359375,0
L20H12->Output,head,20,12,-0.017775617074221373,-0.08934974670410156,0.07157412962988019,0.00146484375,-0.001953125,0
L20H13->Output,head,20,13,0.004777533438755199,0.21629847958683968,-0.21152094614808448,0.0888671875,0.0869140625,0
L20H14->Output,head,20,14,0.09685119325877167,-0.8294349014759064,0.926286094734678,1.33837890625,1.34130859375,0
L20H15->Output,head,20,15,-0.06459805477061309,-0.8837055005133152,0.8191074457427021,-0.0048828125,-0.0126953125,0
MLP20->Output,mlp,20,-1,-0.0077414986153598875,1.0129523985087872,-1.020693897124147,0.81591796875,0.81591796875,0
L21H0->Output,head,21,0,-0.08057636220473796,-1.0754088945686817,0.9948325323639438,-1.22607421875,-1.22900390625,0
L21H1->Output,head,21,1,0.9830164578743279,3.1728908382356167,-2.189874380361289,2.95849609375,2.962890625,1
L21H2->Output,head,21,2,0.03445385192753747,0.30237045884132385,-0.2679166069137864,0.25634765625,0.25341796875,0
L21H3->Output,head,21,3,0.018615544569911435,0.31231117993593216,-0.2936956353660207,-0.02294921875,-0.02099609375,0
L21H4->Output,head,21,4,-0.008660495281219482,-0.1591360867023468,0.15047559142112732,0.09619140625,0.10009765625,0
L21H5->Output,head,21,5,-0.03108570590848103,-1.0386977698653936,1.0076120639569126,-0.04052734375,-0.0419921875,0
L21H6->Output,head,21,6,-0.0037328061007428914,-0.05676844343543053,0.053035637334687635,0.07861328125,0.07763671875,0
L21H7->Output,head,21,7,-0.008549332560505718,-0.04382434859871864,0.035275016038212925,0.07958984375,0.07421875,0
L21H8->Output,head,21,8,0.12524210917763412,1.8269001469016075,-1.7016580377239734,0.3232421875,0.3203125,0
L21H9->Output,head,21,9,-0.030011868017027155,-0.20781799778342247,0.17780612976639532,0.02490234375,0.0263671875,0
L21H10->Output,head,21,10,-0.07410144257300999,-0.7089360076934099,0.6348345651203999,-0.07373046875,-0.07421875,0
L21H11->Output,head,21,11,0.007127950870199129,-0.2680966667830944,0.27522461765329354,0.21435546875,0.2177734375,0
L21H12->Output,head,21,12,1.8848304087296128,5.913749158382416,-4.028918749652803,3.232421875,3.236328125,1
L21H13->Output,head,21,13,-0.0017597275436855853,-0.14253587648272514,0.14077614893903956,0.08203125,0.08447265625,0
L21H14->Output,head,21,14,0.016137021593749523,0.3327540419995785,-0.31661702040582895,-0.1103515625,-0.11083984375,0
L21H15->Output,head,21,15,-0.05207010774756782,-0.2893409840762615,0.2372708763286937,0.11376953125,0.11767578125,0
MLP21->Output,mlp,21,-1,-0.12778926496685017,3.9558686539530754,-4.083657918919926,0.30224609375,0.30224609375,1
L22H0->Output,head,22,0,-0.03361128957476467,-0.4471399709582329,0.4135286813834682,0.08154296875,0.0791015625,0
L22H1->Output,head,22,1,0.09814155584899709,0.6931622736155987,-0.5950207177666016,0.44921875,0.45068359375,0
L22H2->Output,head,22,2,0.022660533693851903,-0.32898952066898346,0.35165005436283536,0.17138671875,0.1689453125,0
L22H3->Output,head,22,3,-0.018605294928420335,-0.25493502989411354,0.2363297349656932,0.08447265625,0.08544921875,0
L22H4->Output,head,22,4,-0.08132409954851028,-0.38703062757849693,0.30570652802998666,-0.2138671875,-0.20849609375,0
L22H5->Output,head,22,5,-0.01149489259114489,-0.02880445122718811,0.01730955863604322,0.083984375,0.0908203125,0
L22H6->Output,head,22,6,0.26985186233650893,2.1815809793770313,-1.9117291170405224,-0.28125,-0.27685546875,1
L22H7->Output,head,22,7,-0.16767409244494047,-1.7595103941857815,1.591836301740841,-7.16552734375,-7.155029296875,0
L22H8->Output,head,22,8,-0.0026772804849315435,-0.1201552264392376,0.11747794595430605,-0.36669921875,-0.361328125,0
L22H9->Output,head,22,9,-0.00908880349015817,-0.13290690258145332,0.12381809909129515,0.3095703125,0.3056640625,0
L22H10->Output,head,22,10,0.003545386076439172,-0.0022066645324230194,0.0057520506088621914,0.02978515625,0.02783203125,0
L22H11->Output,head,22,11,0.003307135251816362,0.05118778720498085,-0.04788065195316449,0.10302734375,0.10498046875,0
L22H12->Output,head,22,12,-0.03964542070752941,-0.33312612399458885,0.29348070328705944,-1.10107421875,-1.1044921875,0
L22H13->Output,head,22,13,-0.019704477774212137,-0.2871871553361416,0.26748267756192945,0.06298828125,0.06494140625,0
L22H14->Output,head,22,14,-0.030660242584417574,-0.2615519016981125,0.2308916591136949,-0.04833984375,-0.0498046875,0
L22H15->Output,head,22,15,-0.017177444300614297,-0.506341964006424,0.48916451970580965,0.33740234375,0.34326171875,0
MLP22->Output,mlp,22,-1,-0.048850516468519345,4.072259679436684,-4.121110195905203,1.23193359375,1.23193359375,1
L23H0->Output,head,23,0,-0.015114647860173136,-0.13005642965435982,0.11494178179418668,0.09033203125,0.0927734375,0
L23H1->Output,head,23,1,-0.009585485706338659,-0.16281456872820854,0.15322908302186988,0.0615234375,0.06005859375,0
L23H2->Output,head,23,2,0.02009180493769236,0.14307579025626183,-0.12298398531856947,0.07177734375,0.07666015625,0
L23H3->Output,head,23,3,0.03559839871013537,0.5080189555883408,-0.4724205568782054,0.02294921875,0.0234375,0
L23H4->Output,head,23,4,0.005967048171442002,-0.22985708713531494,0.23582413530675694,-0.08544921875,-0.0859375,0
L23H5->Output,head,23,5,0.1524852548900526,0.6768997311592102,-0.5244144762691576,0.6865234375,0.6875,0
L23H6->Output,head,23,6,0.722780030220747,3.7057299837470055,-2.9829499535262585,2.072265625,2.06982421875,1
L23H7->Output,head,23,7,-0.12547192242345773,-1.8961147349327803,1.7706428125093225,-0.99609375,-0.9931640625,0
L23H8->Output,head,23,8,-0.023627334827324376,-0.30666423588991165,0.2830369010625873,0.0751953125,0.06982421875,0
L23H9->Output,head,23,9,-0.02879960704012774,-0.48392586410045624,0.4551262570603285,0.103515625,0.10205078125,0
L23H10->Output,head,23,10,-0.04135679095634259,-0.6128718070685863,0.5715150161122438,-0.03466796875,-0.03369140625,0
L23H11->Output,head,23,11,-0.025021051696967334,-0.3327040337026119,0.3076829820056446,0.07275390625,0.0712890625,0
L23H12->Output,head,23,12,-0.03756091539980844,-0.600059911608696,0.5624989962088875,0.10302734375,0.10595703125,0
L23H13->Output,head,23,13,-0.019573212135583162,-0.43171463534235954,0.4121414232067764,0.06640625,0.0634765625,0
L23H14->Output,head,23,14,-0.032889997761230916,-0.9873493816703558,0.9544593839091249,-0.3876953125,-0.388671875,0
L23H15->Output,head,23,15,-0.05047633993672207,-0.9543942995369434,0.9039179596002214,0.31494140625,0.31396484375,0
MLP23->Output,mlp,23,-1,-0.14100890170811908,-1.882549999281764,1.741541097573645,-1.8115234375,-1.8115234375,0
L24H0->Output,head,24,0,0.03578396173543297,-0.14345839619636536,0.17924235793179832,0.197265625,0.1943359375,0
L24H1->Output,head,24,1,-0.0396153983019758,-0.3739871568977833,0.3343717585958075,0.07568359375,0.07568359375,0
L24H2->Output,head,24,2,0.026516513607930392,0.05191053822636604,-0.02539402461843565,0.18701171875,0.18896484375,0
L24H3->Output,head,24,3,-0.0365140835638158,-0.12205685302615166,0.08554276946233585,-0.08251953125,-0.08544921875,0
L24H4->Output,head,24,4,-0.0553224123432301,-0.3278852477669716,0.2725628354237415,0.1162109375,0.1201171875,0
L24H5->Output,head,24,5,-0.07582956114492845,-0.7155178673565388,0.6396883062116103,0.02490234375,0.0263671875,0
L24H6->Output,head,24,6,9.290907502174377,13.9669449031353,-4.676037400960922,2.2744140625,2.275390625,1
L24H7->Output,head,24,7,-0.08931699847744312,-0.6391316298395395,0.5498146313620964,-0.21533203125,-0.21923828125,0
L24H8->Output,head,24,8,-0.008912062592571601,-0.12054823338985443,0.11163617079728283,0.08251953125,0.07861328125,0
L24H9->Output,head,24,9,-0.04775165622413624,-0.6293014381080866,0.5815497818839503,-0.001953125,-0.00634765625,0
L24H10->Output,head,24,10,0.013816378283081576,0.1404365934431553,-0.1266202151600737,0.0634765625,0.06494140625,0
L24H11->Output,head,24,11,-0.03223694523330778,-0.15980929508805275,0.12757234985474497,0.0302734375,0.0302734375,0
L24H12->Output,head,24,12,-0.006428738124668598,-0.06429560855031013,0.05786687042564154,0.111328125,0.111328125,0
L24H13->Output,head,24,13,-0.023640449508093297,-0.15380344167351723,0.13016299216542393,0.08740234375,0.0888671875,0
L24H14->Output,head,24,14,-0.01867062720702961,-0.01106502115726471,-0.007605606049764901,-0.19677734375,-0.197265625,0
L24H15->Output,head,24,15,-0.010120042716152966,-0.0438108965754509,0.03369085385929793,0.0693359375,0.0693359375,0
MLP24->Output,mlp,24,-1,0.05872394755715504,1.6636675223708153,-1.6049435748136602,-0.8037109375,-0.8037109375,0
L25H0->Output,head,25,0,-0.1289576890267199,-0.5031577460467815,0.37420005702006165,0.20556640625,0.20849609375,0
L25H1->Output,head,25,1,-0.041115034677204676,-0.35010145232081413,0.30898641764360946,0.076171875,0.078125,0
L25H2->Output,head,25,2,-0.07340303811361082,-0.6471865102648735,0.5737834721512627,0.21484375,0.21826171875,0
L25H3->Output,head,25,3,-0.05994057281350251,-0.44280654191970825,0.38286596910620574,0.05126953125,0.046875,0
L25H4->Output,head,25,4,-0.08930134476395324,-0.741311451420188,0.6520101066562347,0.05517578125,0.052734375,0
L25H5->Output,head,25,5,0.005594366230070591,-0.2276163436472416,0.23321070987731218,0.39111328125,0.3916015625,0
L25H6->Output,head,25,6,-0.00526856622309424,-0.11447204649448395,0.10920348027138971,0.0263671875,0.025390625,0
L25H7->Output,head,25,7,-0.01586274179862812,0.047311414033174515,-0.06317415583180264,0.1806640625,0.18310546875,0
L25H8->Output,head,25,8,-0.009069621271919459,-0.05952948331832886,0.0504598620464094,0.0546875,0.0576171875,0
L25H9->Output,head,25,9,0.0894090577494353,0.38764064759016037,-0.29823158984072506,0.16064453125,0.1611328125,0
L25H10->Output,head,25,10,0.038730436586774886,0.053919292986392975,-0.01518885639961809,0.302734375,0.30029296875,0
L25H11->Output,head,25,11,-0.013419287046417594,-0.08326283097267151,0.06984354392625391,0.0390625,0.0390625,0
L25H12->Output,head,25,12,-0.0236413684906438,-0.12801415100693703,0.10437278251629323,0.0859375,0.087890625,0
L25H13->Output,head,25,13,0.14476730665774085,0.40541914105415344,-0.2606518343964126,0.5185546875,0.5224609375,0
L25H14->Output,head,25,14,-0.06991604994982481,-0.5164744406938553,0.4465583907440305,0.1015625,0.10009765625,0
L25H15->Output,head,25,15,-0.04215384901908692,-0.3880135156214237,0.3458596666023368,0.0712890625,0.06982421875,0
MLP25->Output,mlp,25,-1,-0.016044199554016814,0.7504259049892426,-0.7664701045432594,0.880859375,0.880859375,0
L26H0->Output,head,26,0,0.7330570545746014,3.0813954398036003,-2.348338385228999,0.40087890625,0.400390625,1
L26H1->Output,head,26,1,-0.01511494375881739,-0.1851070635020733,0.1699921197432559,0.056640625,0.0576171875,0
L26H2->Output,head,26,2,0.014969488809583709,0.051425863057374954,-0.036456374247791246,0.07763671875,0.08154296875,0
L26H3->Output,head,26,3,0.014539773721480742,-0.1827135868370533,0.19725336055853404,0.13134765625,0.1279296875,0
L26H4->Output,head,26,4,-0.00848436649539508,0.033686619251966476,-0.042170985747361556,0.2080078125,0.2041015625,0
L26H5->Output,head,26,5,0.017681288765743375,-0.041958071291446686,0.05963936005719006,0.1513671875,0.15185546875,0
L26H6->Output,head,26,6,-0.043487007496878505,-0.36506062746047974,0.32157361996360123,0.0732421875,0.07373046875,0
L26H7->Output,head,26,7,-0.024644093355163932,-0.2319355495274067,0.20729145617224276,0.07958984375,0.07861328125,0
L26H8->Output,head,26,8,-0.00933888359577395,-0.015091471374034882,0.005752587778260931,0.05078125,0.052734375,0
L26H9->Output,head,26,9,-0.04342247810564004,-0.20468515902757645,0.1612626809219364,0.28662109375,0.28564453125,0
L26H10->Output,head,26,10,-0.09379340855230112,-0.9512925576418638,0.8574991490895627,0.244140625,0.2470703125,0
L26H11->Output,head,26,11,-0.02723528945352882,-0.2205832600593567,0.19334797060582787,0.07958984375,0.07958984375,0
L26H12->Output,head,26,12,-0.056513794901547953,-0.47794798761606216,0.4214341927145142,0.04443359375,0.0439453125,0
L26H13->Output,head,26,13,-0.030787337542278692,-0.3026060275733471,0.2718186900310684,0.06884765625,0.0693359375,0
L26H14->Output,head,26,14,0.018734279787167907,-0.10541269928216934,0.12414697906933725,0.14111328125,0.1396484375,0
L26H15->Output,head,26,15,0.1447239071421791,0.5015491880476475,-0.3568252809054684,0.33837890625,0.3408203125,0
MLP26->Output,mlp,26,-1,1.2559198310191277,0.33340439200401306,0.9225154390151147,-0.265625,-0.265625,0
L27H0->Output,head,27,0,-0.020606906939065084,-0.1322140470147133,0.1116071400756482,0.07666015625,0.07568359375,0
L27H1->Output,head,27,1,-0.048112734584719874,-0.3922645077109337,0.3441517731262138,0.06494140625,0.0634765625,0
L27H2->Output,head,27,2,-0.012110004434362054,-0.11887888237833977,0.10676887794397771,0.07470703125,0.07421875,0
L27H3->Output,head,27,3,-0.022789804643252864,-0.17321329563856125,0.15042349099530838,0.0810546875,0.08056640625,0
L27H4->Output,head,27,4,-0.0033830716856755316,-0.0353277288377285,0.03194465715205297,0.078125,0.0771484375,0
L27H5->Output,head,27,5,0.0763201238878537,0.36293162032961845,-0.28661149644176476,0.0654296875,0.06640625,0
L27H6->Output,head,27,6,-0.07542864675633609,-0.2671396732330322,0.19171102647669613,0.060546875,0.06396484375,0
L27H7->Output,head,27,7,-0.0023287826334126294,0.08613291382789612,-0.08846169646130875,0.00732421875,0.00634765625,0
L27H8->Output,head,27,8,-0.06430977523268666,-0.3393460288643837,0.27503625363169704,0.02978515625,0.02978515625,0
L27H9->Output,head,27,9,-0.04518554307287559,-0.27451566979289055,0.22933012672001496,0.06201171875,0.0634765625,0
L27H10->Output,head,27,10,-0.020975082356017083,-0.13196611776947975,0.11099103541346267,0.08740234375,0.08837890625,0
L27H11->Output,head,27,11,-0.019056944642215967,-0.1142134852707386,0.09515654062852263,0.08154296875,0.0791015625,0
L27H12->Output,head,27,12,0.10591328746522777,0.5595159716904163,-0.45360268422518857,0.15576171875,0.15673828125,0
L27H13->Output,head,27,13,-0.00815763053833507,-0.03789934143424034,0.02974171089590527,0.03955078125,0.0400390625,0
L27H14->Output,head,27,14,-0.03164028548053466,-0.22551163285970688,0.19387134737917222,0.0322265625,0.03466796875,0
L27H15->Output,head,27,15,0.13135462827631272,0.46622781828045845,-0.3348731900041457,0.33154296875,0.33349609375,0
MLP27->Output,mlp,27,-1,7.503690377023304,7.73025506734848,-0.22656469032517634,2.533203125,2.533203125,0
